351,석천사거리,Seokcheon Sageori,Incheon Line2,I222,,,37.456805,126.709986
352,석촌,Seokchon,LINE 8,815,523577,1112057,37.505431,127.106979
352,석촌,Seokchon(Hansol Hospital),LINE 9,933,,,37.505431,127.106979
354,석촌고분,Seokchon Gobun,LINE 9,932,,,37.507955,127.098121
355,선릉,Seolleung,Bundang Line,K215,510742,1111880,37.504503,127.049008
355,선릉,Seolleung,LINE 2,220,510742,1111880,37.504503,127.049008
357,선바위,Seonbawi,LINE 4,435,500385,1097110,37.451673,127.002303
358,선유도,Seonyudo,LINE 9,912,476232,1121000,37.53802,126.893525
359,선정릉,Seonjeongneung,Bundang Line,K214,509542,1113380,37.51098,127.043593
359,선정릉,Seonjeongneung,LINE 9,927,509542,1113380,37.51098,127.043593
361,선학,Seonhak,Incheon Line1,I128,433222,1090365,37.426684,126.698863
362,성균관대,Sungkyunkwan Univ.,LINE 1,P153,493610,1054955,37.300349,126.97075
363,성복,Seongbok,Shinbundang Line,D16,,,37.313335,127.0801
364,성수,Seongsu,LINE 2,211,512172,1122866,37.544581,127.055961
365,성신여대입구,Sungshin Women`s Univ.,LINE 4,418,503476,1136257,37.592624,127.016403
365,성신여대입구,Sungshin Women`s Univ.,Ui Lrt Line,951,503476,1136257,37.592624,127.016403
367,성환,Seonghwan,LINE 1,P166,528022,948422,36.916076,127.126964
368,세류,Seryu,LINE 1,P156,502825,1039400,37.245025,127.013222
369,세마,Sema,LINE 1,P158,509427,1023707,37.187533,127.04318
370,세종대왕릉,Sejongdaewangneung,Gyeonggang Line,K419,,,37.295309,127.570938
371,센트럴파크,Central Park,Incheon Line1,I137,419000,1081040,37.393054,126.634729
372,소래포구,Soraepogu,Suin Line,K253,440955,1083045,37.40095,126.733522
373,소사,Sosa,LINE 1,147,454610,1105667,37.482753,126.79544
374,소요산,Soyosan,LINE 1,100,513255,1235010,37.9481,127.061034
375,솔밭공원,Solbat Park,Ui Lrt Line,942,,,37.65609,127.013257
376,솔샘,Solsaem,Ui Lrt Line,948,,,37.621366,127.020475
377,송내,Songnae,LINE 1,150,445200,1107120,37.4876,126.753664
378,송도,Songdo,Suin Line,K259,424155,1090745,37.428514,126.657772
379,송산,Songsan,Uijeongbu Lrt Line,U124,519100,1176280,37.737279,127.087159
380,송정,Songjeong,LINE 5,513,458327,1127585,37.561184,126.811973
381,송탄,Songtan,LINE 1,P162,511847,992717,37.075696,127.054301
382,송파,Songpa,LINE 8,816,524542,1110377,37.499703,127.112183
383,송파나루,Songpanaru,LINE 9,934,,,37.510241,127.11221
384,수내,Sunae,Bundang Line,K229,525145,1076772,37.378455,127.114322
385,수락산,Suraksan,LINE 7,711,512022,1159800,37.67785,127.055315
386,수리산,Surisan,LINE 4,445,483320,1068927,37.349801,126.925365
387,수색,Susaek,Gyeongui-Jungang Line,K317,476820,1133079,37.580842,126.895611
388,수서,Suseo,Bundang Line,K221,522445,1106977,37.487371,127.10188
388,수서,Suseo,LINE 3,349,522445,1106977,37.487371,127.10188
390,수원,Suwon,Bundang Line,K245,499747,1045517,37.265974,126.999874
390,수원,Suwon,LINE 1,P155,499747,1045517,37.265974,126.999874
392,수원시청,Suwon City Hall,Bundang Line,K243,506500,1044700,37.261911,127.030736
393,수유,Suyu,LINE 4,414,505477,1148677,37.638052,127.025732
394,수지구청,Suji-gu office,Shinbundang Line,D15,,,37.322702,127.095026
395,수진,Sujin,LINE 8,825,530897,1093162,37.437428,127.140722
396,숙대입구,Sookmyung Women`s Univ.,LINE 4,427,493747,1122832,37.54456,126.972106
397,숭실대입구,Soongsil Univ.,LINE 7,738,489665,1109427,37.496029,126.953822
398,숭의,Sungui,Suin Line,K262,,,37.460789,126.638297
399,시민공원,Citizens Park,Incheon Line2,I219,,,37.458335,126.681192
400,시청,City Hall,LINE 1,132,494587,1128532,37.564718,126.977108
400,시청,City Hall,LINE 2,201,494587,1128532,37.564718,126.977108
402,시청.용인대,City Hall Yongin Univ.,Yongin Everline,Y117,539500,1038300,37.239151,127.178406
403,신갈,Singal,Bundang Line,K236,524500,1051200,37.286102,127.111313
404,신금호,Singeumho,LINE 5,538,504357,1125662,37.554548,127.020331
405,신길,Singil,LINE 1,138,481420,1115205,37.517122,126.917169
405,신길,Singil,LINE 5,525,481420,1115205,37.517122,126.917169
407,신길온천,Singil oncheon,LINE 4,454,448260,1065560,37.338212,126.765844
408,신내,Sinnae,Gyuongchun Line,P122,522627,1141915,37.612887,127.103218
409,신논현,Sinnonhyeon,LINE 9,925,505392,1111790,37.504598,127.02506
410,신답,Sindap,LINE 2,211-2,510310,1129987,37.57004,127.046481
411,신당,Sindang,LINE 2,206,503765,1128712,37.565972,127.01782
411,신당,Sindang,LINE 6,635,503765,1128712,37.565972,127.01782
413,신대방,Sindaebang,LINE 2,231,480562,1107052,37.487462,126.913149
414,신대방삼거리,Sindaebangsamgeori,LINE 7,741,483905,1110495,37.499701,126.928276
415,신도림,Sindorim,LINE 1,140,475755,1112937,37.508725,126.891295
415,신도림,Sindorim,LINE 2,234,475755,1112937,37.508725,126.891295
417,신둔도예촌,Sindundoyechon,Gyeonggang Line,K416,,,37.317185,127.40476
418,신림,Sillim,LINE 2,230,484275,1105992,37.484201,126.929715
419,신목동,Sinmokdong,LINE 9,911,474030,1122700,37.544277,126.88308
420,신반포,Sinbanpo,LINE 9,922,499032,1111478,37.503415,126.995925
421,신방화,Sinbanghwa,LINE 9,904,459400,1129200,37.567532,126.816601
422,신사,Sinsa,LINE 3,337,504302,1115065,37.516334,127.020114
423,신설동,Sinseol-dong,LINE 1,126,505342,1131412,37.575297,127.025087
423,신설동,Sinseol-dong,LINE 2,211-4,505342,1131412,37.575297,127.025087
423,신설동,Sinseol-dong,Ui Lrt Line,953,505342,1131412,37.575297,127.025087
426,신연수,Sinyeonsu,Incheon Line1,I129,432092,1087825,37.41804,126.693863
427,신용산,Sinyongsan,LINE 4,429,492830,1118597,37.52917,126.967894
428,신원,Sinwon,Gyeongui-Jungang Line,K131,582256,1117732,37.525545,127.372921
429,신이문,Sinimun,LINE 1,121,514704,1138814,37.601854,127.067325
430,신정,Sinjeong,LINE 5,519,467952,1117395,37.524997,126.856191
431,신정네거리,Sinjeongnegeori,LINE 2,234-3,467370,1116015,37.520074,126.852912
432,신중동,Sinjung-dong,LINE 7,754,450320,1111472,37.503048,126.77596
433,신창,Sinchang,LINE 1,P177,489035,907912,36.769502,126.951108
434,신촌,Sinchon,Gyeongui-Jungang Line,P312,487020,1127079,37.559783,126.942319
434,신촌,Sinchon,LINE 2,240,485922,1125867,37.555134,126.936893
436,신포,Sinpo,Suin Line,K263,,,37.46874,126.623853
437,신풍,Sinpung,LINE 7,743,479802,1110590,37.50008,126.90993
438,신흥,Sinheung,LINE 8,824,532420,1094155,37.440918,127.147564
439,쌍문,Ssangmun,LINE 4,413,507572,1151735,37.648627,127.034709
440,쌍용,Ssangyong,LINE 1,P171,526835,914512,36.793759,127.1214
441,아산,Asan,LINE 1,P172,523035,914062,36.792053,127.104361
442,아시아드경기장,Asiad Stadium,Incheon Line2,I209,,,37.5517,126.677122
443,아신,Asin,Gyeongui-Jungang Line,K133,597856,1114532,37.51382,127.443173
444,아차산,Achasan,LINE 5,545,519537,1125055,37.551691,127.089761
445,아현,Ahyeon,LINE 2,242,490052,1126335,37.557345,126.956141
446,안국,Anguk,LINE 3,328,496540,1131750,37.576477,126.985443
447,안산,Ansan,LINE 4,453,453040,1062570,37.327082,126.788532
448,안암,Anam,LINE 6,639,506240,1134387,37.586272,127.029005
449,안양,Anyang,LINE 1,P147,482735,1083190,37.401592,126.922874
450,암사,Amsa,LINE 8,810,528032,1124410,37.55021,127.127562
451,압구정,Apgujeong,LINE 3,336,506121,1117883,37.527072,127.028461
452,압구정로데오,Apgujeongrodeo,Bundang Line,K212,508842,1118080,37.527381,127.040534
453,애오개,Aeogae,LINE 5,530,490233,1125313,37.553736,126.95682
454,야당,Yadang,Gyeongui-Jungang Line,K328,,,37.712327,126.761356
455,야탑,Yatap,Bundang Line,K226,528336,1086000,37.411185,127.128715
456,약수,Yaksu,LINE 3,333,502197,1125470,37.55434,127.010655
456,약수,Yaksu,LINE 6,633,502197,1125470,37.55434,127.010655
458,양수,Yangsu,Gyeongui-Jungang Line,K130,572506,1123332,37.545981,127.329098
459,양원,Yangwon,Gyeongui-Jungang Line,K122,523632,1140087,37.606596,127.107906
460,양재,Yangjae,LINE 3,342,507387,1106032,37.484147,127.034631
460,양재,Yangjae,Shinbundang Line,D8,507387,1106032,37.484147,127.034631
462,양재시민의숲,Yangjae Citizen's Forest,Shinbundang Line,D9,508350,1102150,37.470023,127.03842
463,양정,Yangjeong,Gyeongui-Jungang Line,K125,542752,1139387,37.60533,127.19364
464,양주,Yangju,LINE 1,107,509651,1186511,37.774381,127.044708
465,양천구청,Yangcheon-gu Office,LINE 2,234-2,470185,1113852,37.512398,126.865819
466,양천향교,Yangcheon Hyanggyo,LINE 9,906,464880,1129370,37.568381,126.841333
467,양평,Yangpyeong,Gyeongui-Jungang Line,K135,608646,1108692,37.492832,127.491814
467,양평,Yangpyeong,LINE 5,522,474744,1117620,37.525648,126.885778
469,어룡,eoryong,Uijeongbu Lrt Line,U123,518600,1177780,37.742802,127.085035
470,어린이대공원,Children`s  Grand Park,LINE 7,726,516326,1123811,37.548014,127.074658
471,어정,Eojeong,Yongin Everline,Y113,531700,1048000,37.274917,127.143714
472,언주,Eonju,LINE 9,926,507392,1112490,37.507287,127.033868
473,여의나루,Yeouinaru,LINE 5,527,485020,1118070,37.527098,126.932901
474,여의도,Yeouido,LINE 5,526,483100,1116530,37.521624,126.924191
474,여의도,Yeouido,LINE 9,915,483100,1116530,37.521624,126.924191
476,여주,Yeoju,Gyeonggang Line,K420,,,37.28218,127.628538
477,역곡,Yeokgok,LINE 1,146,458312,1106430,37.485178,126.811502
478,역삼,Yeoksam,LINE 2,221,507992,1110605,37.500622,127.036456
479,역촌,Yeokchon,LINE 6,611,482885,1139980,37.606021,126.922744
480,연수,Yeonsu,Suin Line,K258,428755,1087845,37.417804,126.67894
481,연신내,Yeonsinnae,LINE 3,321,482372,1143485,37.619001,126.921008
481,연신내,Yeonsinnae,LINE 6,614,482372,1143485,37.619001,126.921008
483,염창,Yeomchang,LINE 9,910,472150,1123550,37.546936,126.874916
484,영등포,Yeongdeungpo,LINE 1,139,479375,1114790,37.515504,126.907628
485,영등포구청,Yeongdeungpo-gu Office,LINE 2,236,476875,1117441,37.52497,126.895951
485,영등포구청,Yeongdeungpo-gu Office,LINE 5,523,476875,1117441,37.52497,126.895951
487,영등포시장,Yeongdeungpo Market,LINE 5,524,478864,1116799,37.522669,126.905139
488,영종,Yeongjong,Airport Railroad Line,A072,387922,1108780,37.511466,126.5237
489,영통,Yeongtong,Bundang Line,K240,515700,1041600,37.251568,127.071394
490,예술회관,Arts Center,Incheon Line1,I125,433617,1096297,37.449396,126.701012
491,오금,Ogeum,LINE 3,352,528137,1111147,37.502162,127.128111
491,오금,Ogeum,LINE 5,P552,528137,1111147,37.502162,127.128111
493,오류동,Oryu-dong,LINE 1,144,465445,1108947,37.494526,126.845365
494,오리,Ori,Bundang Line,K232,524013,1065930,37.339824,127.108942
495,오목교,Omokgyo,LINE 5,521,472327,1117257,37.524496,126.875181
496,오빈,Obin,Gyeongui-Jungang Line,K134,604526,1112452,37.506062,127.473868
497,오산,Osan,LINE 1,P160,514562,1011910,37.145885,127.06672
498,오산대,Osan College,LINE 1,P159,513750,1018710,37.168953,127.063197
499,오이도,Oido,LINE 4,456,441955,1072345,37.362357,126.738714
499,오이도,Oido,Suin Line,K250,441955,1072345,37.362357,126.738714
501,옥수,Oksu,Gyeongui-Jungang Line,K114,503850,1121910,37.540685,127.017965
501,온수,Onsu,LINE 1,145,460825,1108360,37.492258,126.823388
501,옥수,Oksu,LINE 3,335,503850,1121910,37.540685,127.017965
501,온수,Onsu,LINE 7,750,460825,1108360,37.492258,126.823388
505,온양온천,Onyang oncheon,LINE 1,P176,500535,910912,36.780483,127.003249
506,올림픽공원,Olympic Park,LINE 5,P550,528797,1115072,37.516078,127.130848
506,올림픽공원,Olympic Park,LINE 9,936,528797,1115072,37.516078,127.130848
508,완정,Wanjeong,Incheon Line2,I205,,,37.592928,126.673203
509,왕길,Wanggil,Incheon Line2,I202,,,37.59518,126.642696
510,왕십리,Wangsimni,Bundang Line,K210,508015,1127512,37.561533,127.037732
510,왕십리,Wangsimni,Gyeongui-Jungang Line,K116,508015,1127512,37.561533,127.037732
510,왕십리,Wangsimni,LINE 2,208,508015,1127512,37.561533,127.037732
510,왕십리,Wangsimni,LINE 5,540,508015,1127512,37.561533,127.037732
514,외대앞,Hankuk Univ. of Foreign Studies,LINE 1,122,513900,1137147,37.596073,127.063549
515,용답,Yongdap,LINE 2,211-1,511015,1127677,37.561904,127.050899
516,용두,Yongdu,LINE 2,211-3,508200,1131077,37.574028,127.038091
517,용마산,Yongmasan,LINE 7,723,519027,1131010,37.573647,127.086727
518,용문,Yongmun,Gyeongui-Jungang Line,K137,631106,1105832,37.48223,127.594647
519,용산,Yongsan,Gyeongui-Jungang Line,K110,491977,1118732,37.529849,126.964561
519,용산,Yongsan,LINE 1,135,491977,1118732,37.529849,126.964561
521,우장산,Ujangsan,LINE 5,516,463575,1124075,37.548768,126.836318
522,운길산,Ungilsan,Gyeongui-Jungang Line,K129,568456,1125732,37.554669,127.310115
523,운동장.송담대,Stadium Songdam College,Yongin Everline,Y120,546300,1037800,37.237845,127.209198
524,운서,Unseo,Airport Railroad Line,A08,387922,1108780,37.492904,126.49379
525,운연,Unyeon,Incheon Line2,I227,,,37.440127,126.75997
526,운정,Unjeong,Gyeongui-Jungang Line,K329,448520,1173280,37.725826,126.767257
527,원당,Wondang,LINE 3,316,462986,1147997,37.634592,126.83265
528,원덕,Wondeok,Gyeongui-Jungang Line,K136,620686,1102132,37.468672,127.547076
529,원인재,Woninjae,Incheon Line1,I130,430747,1086298,37.412603,126.687389
529,원인재,Woninjae,Suin Line,K257,430747,1086298,37.412603,126.687389
531,원흥,Wonheung,LINE 3,317,465247,1153090,37.653324,126.843041
532,월계,Wolgye,LINE 1,118,512815,1147432,37.633212,127.058831
533,월곡,Wolgok,LINE 6,641,508970,1138772,37.601948,127.041518
534,월곶,Wolgot,Suin Line,K252,442655,1080745,37.391769,126.742699
535,월드컵경기장,World Cup Stadium,LINE 6,619,477497,1129932,37.569532,126.899298
536,월롱,Wollong,Gyeongui-Jungang Line,K333,454200,1192580,37.796188,126.792587
537,을지로3가,Euljiro 3(sam)-ga,LINE 2,203,497895,1128945,37.566295,126.99191
537,을지로3가,Euljiro 3(sam)-ga,LINE 3,330,497895,1128945,37.566295,126.99191
539,을지로4가,Euljiro 4(sa)-ga,LINE 2,204,499460,1129122,37.566941,126.998079
539,을지로4가,Euljiro 4(sa)-ga,LINE 5,535,499460,1129122,37.566941,126.998079
541,을지로입구,Euljiro 1(il)-ga,LINE 2,202,495832,1128752,37.566014,126.982618
542,응봉,Eungbong,Gyeongui-Jungang Line,K115,507432,1124352,37.549946,127.034538
543,응암,Eungam,LINE 6,610,481137,1137787,37.598605,126.915577
544,의왕,Uiwang,LINE 1,P152,488252,1060692,37.320852,126.948217
545,의정부,Uijeongbu,LINE 1,110,509950,1176650,37.738415,127.045958
546,의정부시청,Uijeongbu City Hall,Uijeongbu Lrt Line,U114,507590,1176820,37.739256,127.034781
547,의정부중앙,Uijeongbu Jung-ang,Uijeongbu Lrt Line,U117,510990,1178050,37.743676,127.049565
548,이대,Ewha Womans Univ.,LINE 2,241,487955,1126182,37.556733,126.946013
549,이매,Imae,Bundang Line,K227,528285,1081810,37.396104,127.12827
549,이매,Imae,Gyeonggang Line,K411,528285,1081810,37.396104,127.12827
551,이수,Isu,LINE 7,736,495900,1106635,37.486263,126.981989
552,이천,Icheon,Gyeonggang Line,K417,,,37.265579,127.44226
553,이촌,Ichon,Gyeongui-Jungang Line,K111,494107,1116637,37.522272,126.974345
553,이촌,Ichon,LINE 4,430,494107,1116637,37.522272,126.974345
555,이태원,Itaewon,LINE 6,630,498620,1120045,37.534488,126.994302
556,인덕원,Indeogwon,LINE 4,440,494677,1083140,37.401553,126.976715
557,인천,Incheon,LINE 1,161,415080,1103977,37.476691,126.616936
557,인천,Incheon,Suin Line,K264,415080,1103977,37.476691,126.616936
559,인천가좌,Incheon Gajwa,Incheon Line2,I215,,,37.4897,126.675208
560,인천공항1터미널,Incheon Intl. Airport,Airport Railroad Line,A10,378682,1096230,37.447464,126.452508
561,인천공항2터미널,Incheon Int’l Airport Terminal 2,Airport Railroad Line,A11,,,37.468936,126.433336
562,인천논현,Incheon Nonhyeon,Suin Line,K254,438355,1083045,37.400614,126.722478
563,인천대공원,Incheon Grand Park,Incheon Line2,I226,,,37.448769,126.752618
564,인천대입구,Incheon Nat'l Univ.,Incheon Line1,I136,420000,1079040,37.386007,126.639484
565,인천시청,Incheon City Hall,Incheon Line1,I124,433955,1098822,37.457405,126.702221
565,인천시청,Inchon City Hall,Incheon Line2,I221,433955,1098822,37.457405,126.702221
567,인천터미널,Incheon Bus Terminal,Incheon Line1,I126,433307,1094520,37.442383,126.699706
568,인하대,Inha Univ.,Suin Line,K261,424155,1090745,37.448493,126.649619
569,일산,Ilsan,Gyeongui-Jungang Line,K326,449020,1161080,37.682077,126.769846
570,일원,Irwon,LINE 3,348,518585,1106192,37.483681,127.08439
571,임진강,Imjingang,Gyeongui-Jungang Line,K336,,,37.888863,126.747411
572,임학,Imhak,Incheon Line1,I113,442125,1123022,37.545059,126.738665
573,작전,Jakjeon,Incheon Line1,I116,438570,1119005,37.530415,126.722527
574,잠실,Jamsil,LINE 2,216,522390,1114282,37.51395,127.102234
574,잠실,Jamsil,LINE 8,814,522390,1114282,37.51395,127.102234
576,잠실나루,Jamsillaru,LINE 2,215,522630,1116225,37.520733,127.10379
577,잠실새내,Jamsilsaenae,LINE 2,217,518955,1113730,37.511687,127.086162
578,잠원,Jamwon,LINE 3,338,502340,1113995,37.512759,127.01122
579,장승배기,Jangseungbaegi,LINE 7,740,486295,1111810,37.504898,126.93915
580,장암,Jangam,LINE 7,709,511532,1165895,37.700109,127.053196
581,장지,Jangji,LINE 8,819,527750,1104572,37.478703,127.126191
582,장한평,Janghanpyeong,LINE 5,543,513985,1127595,37.56144,127.064623
583,전대.에버랜드,Jeondae Everland,Yongin Everline,Y126,548800,1051000,37.285342,127.219561
584,정릉,Jeongneung,Ui Lrt Line,950,,,37.602709,127.013483
585,정발산,Jeongbalsan,LINE 3,311,447158,1157765,37.670072,126.761334
586,정부과천청사,Government Complex Gwacheon,LINE 4,439,497615,1090090,37.426513,126.98978
587,정왕,Jeongwang,LINE 4,455,442835,1069400,37.351735,126.742989
588,정자,Jeongja,Bundang Line,K230,523707,1073515,37.36706,127.108105
588,정자,Jeongja,Shinbundang Line,D12,523707,1073515,37.36706,127.108105
590,제기동,Jegi-dong,LINE 1,125,507552,1132159,37.578103,127.034893
591,제물포,Jemulpo,LINE 1,158,424050,1101375,37.466769,126.656666
592,종각,Jonggak,LINE 1,131,496085,1129940,37.570161,126.982923
593,종로3가,Jongno 3(sam)-ga,LINE 1,130,498060,1130332,37.571607,126.991806
593,종로3가,Jongno 3(sam)-ga,LINE 3,329,498060,1130332,37.571607,126.991806
593,종로3가,Jongno 3(sam)-ga,LINE 5,534,498060,1130332,37.571607,126.991806
596,종로5가,Jongno 5(o)-ga,LINE 1,129,500162,1130132,37.570926,127.001849
597,종합운동장,Sports Complex,LINE 2,218,516222,1113652,37.510997,127.073642
597,종합운동장,Sports Complex,LINE 9,930,516222,1113652,37.510997,127.073642
599,주안,Juan,Incheon Line2,I218,429187,1100850,37.464941,126.679923
599,주안,Juan,LINE 1,156,429187,1100850,37.464941,126.679923
601,주안국가산단,Juan National Industrial Complex,Incheon Line2,I217,,,37.473703,126.68113
602,주엽,Juyeop,LINE 3,310,444178,1159423,37.676087,126.747569
603,죽전,Jukjeon,Bundang Line,K233,523610,1061899,37.324753,127.107395
604,중계,Junggye,LINE 7,714,514005,1150745,37.644583,127.064303
605,중곡,Junggok,LINE 7,724,518432,1128785,37.565923,127.08432
606,중동,Jung-dong,LINE 1,149,447750,1106820,37.486562,126.764843
607,중랑,Jungnang,Gyeongui-Jungang Line,K119,516572,1136827,37.594917,127.076116
607,중랑,Jungnang,Gyuongchun Line,P119,516572,1136827,37.594917,127.076116
609,중앙,Jungang,LINE 4,450,464005,1059422,37.315941,126.838573
610,중앙보훈병원,VHS Medical Center,LINE 9,938,,,37.526783,127.147719
611,중화,Junghwa,LINE 7,719,517345,1138885,37.602545,127.079264
612,증미,Jeungmi,LINE 9,908,469000,1126600,37.557402,126.861939
613,증산,Jeungsan,LINE 6,617,479815,1133702,37.583876,126.909645
614,지석,Jiseok,Yongin Everline,Y112,530200,1046500,37.269606,127.136515
615,지식정보단지,BIT Zone,Incheon Line1,I135,421500,1076640,37.378384,126.645168
616,지제,Jije,LINE 1,P164,515467,977022,37.0188,127.070444
617,지축,Jichuk,LINE 3,319,480805,1151557,37.648048,126.913951
618,지평,Jipyeong,Gyeongui-Jungang Line,K138,,,37.476427,127.629659
619,지행,Jihaeng,LINE 1,104,512155,1219310,37.892334,127.055716
620,직산,Jiksan,LINE 1,P167,531832,935982,36.870593,127.143904
621,진위,Jinwi,LINE 1,P161,513662,1002210,37.109447,127.062278
622,창동,Chang-dong,LINE 1,116,510370,1153032,37.653166,127.047731
622,창동,Chang-dong,LINE 4,412,510370,1153032,37.653166,127.047731
624,창신,Changsin,LINE 6,637,503160,1132590,37.579661,127.015241
625,천마산,Cheonmasan,Gyuongchun Line,P129,563227,1154365,37.658978,127.285379
626,천안,Cheonan,LINE 1,P169,532535,919162,36.810005,127.146826
627,천왕,Cheonwang,LINE 7,749,464220,1106935,37.486637,126.838713
628,천호,Cheonho,LINE 5,547,527042,1121095,37.538397,127.123572
628,천호,Cheonho,LINE 8,811,527042,1121095,37.538397,127.123572
630,철산,Cheolsan,LINE 7,747,470762,1103950,37.47605,126.867911
631,청계산입구,Cheonggyesan,Shinbundang Line,D10,511857,1096100,37.447211,127.055664
632,청구,Cheonggu,LINE 5,537,502872,1127150,37.560245,127.013828
632,청구,Cheonggu,LINE 6,634,502872,1127150,37.560245,127.013828
634,청담,Cheongdam,LINE 7,729,511695,1115877,37.519365,127.05335
635,청라국제도시,Cheongna Int’l City Station,Airport Railroad Line,A071,416682,1126230,37.555878,126.625327
636,청량리,Cheongnyangni,Gyeongui-Jungang Line,K117,510002,1132640,37.580178,127.046835
636,청량리,Cheongnyangni,Gyuongchun Line,P117,510002,1132640,37.580178,127.046835
636,청량리,Cheongnyangni,LINE 1,124,510002,1132640,37.580178,127.046835
639,청량리,Cheongnyangni,Bundang Line,K209,,,37.580273,127.046827
640,청명,Cheongmyeong,Bundang Line,K239,517500,1043900,37.259489,127.078934
641,청평,Cheongpyeong,Gyuongchun Line,P132,593827,1175965,37.735488,127.42661
642,초당,Chodang,Yongin Everline,Y115,535500,1044100,37.260752,127.159443
643,초월,Chowol,Gyeonggang Line,K414,,,37.374419,127.299
644,초지,Choji,LINE 4,452,456877,1060755,37.320646,126.805913
645,총신대입구,Chongshin Univ.,LINE 4,432,495900,1106635,37.486263,126.981989
646,춘의,Chunui,LINE 7,753,452720,1111572,37.503663,126.787036
647,춘천,Chuncheon,Gyuongchun Line,P140,657427,1217865,37.885054,127.717023
648,충정로,Chungjeongno,LINE 2,243,491842,1127227,37.559973,126.963672
648,충무로,Chungmuro,LINE 3,331,498550,1127582,37.561243,126.99428
648,충무로,Chungmuro,LINE 4,423,498550,1127582,37.561243,126.99428
648,충정로,Chungjeongno,LINE 5,531,491842,1127227,37.559973,126.963672
652,캠퍼스타운,Campus Town,Incheon Line1,I133,425000,1079640,37.387855,126.661673
653,탄현,Tanhyeon,Gyeongui-Jungang Line,K327,447100,1164280,37.694023,126.761086
654,탑석,Tapseok,Uijeongbu Lrt Line,U125,519500,1175280,37.733579,127.088704
655,태릉입구,Taereung,LINE 6,645,516430,1143262,37.617983,127.07512
655,태릉입구,Taereung,LINE 7,717,516430,1143262,37.617983,127.07512
657,태평,Taepyeong,Bundang Line,K224,528172,1093737,37.440019,127.127709
658,테크노파크,Technopark,Incheon Line1,I134,423720,1077970,37.382268,126.656365
659,퇴계원,Toegyewon,Gyuongchun Line,P125,531627,1151565,37.648311,127.143952
660,파주,Paju,Gyeongui-Jungang Line,K334,454200,1197940,37.815298,126.792783
661,판교,Pangyo,Gyeonggang Line,K410,524500,1081300,37.394761,127.111217
661,판교,Pangyo,Shinbundang Line,D11,524500,1081300,37.394761,127.111217
663,팔당,Paldang,Gyeongui-Jungang Line,K128,553656,1123632,37.547371,127.243939
664,평내호평,PyeongnaeHopyeong,Gyuongchun Line,P128,553727,1153065,37.653225,127.244493
665,평촌,Pyeongchon,LINE 4,441,491940,1081142,37.394287,126.963883
666,평택,Pyeongtaek,LINE 1,P165,518805,969180,36.990726,127.085159
667,풍산,Pungsan,Gyeongui-Jungang Line,K325,452620,1158279,37.672346,126.786243
668,하계,Hagye,LINE 7,715,514942,1148310,37.636352,127.06799
669,학동,Hak-dong,LINE 7,731,506875,1114372,37.514229,127.031656
670,학여울,Hangnyeoul,LINE 3,346,515537,1109537,37.496663,127.070594
671,한강진,Hangangjin,LINE 6,631,500155,1121477,37.539631,127.001725
672,한남,Hannam,Gyeongui-Jungang Line,K113,501750,1118657,37.52943,127.009169
673,한대앞,Hanyang Univ. at Ansan,LINE 4,449,467472,1057792,37.309689,126.85344
674,한성대입구,Hansung Univ.,LINE 4,419,501130,1135052,37.588458,127.006221
675,한성백제,Hanseong Baekje,LINE 9,935,,,37.516897,127.113503
676,한양대,Hanyang Univ.,LINE 2,209,509450,1125912,37.555273,127.043655
677,한티,Hanti,Bundang Line,k216,511526,1109471,37.496237,127.052873
678,합정,Hapjeong,LINE 2,238,480875,1124362,37.549463,126.913739
678,합정,Hapjeong,LINE 6,622,480875,1124362,37.549463,126.913739
680,행당,Haengdang,LINE 5,539,506397,1126405,37.557322,127.029476
681,행신,Haengsin,Gyeongui-Jungang Line,K320,463270,1141629,37.612102,126.834146
682,혜화,Hyehwa,LINE 4,420,500245,1133299,37.582336,127.001844
683,호구포,Hogupo,Suin Line,K255,435255,1083345,37.401637,126.708627
684,홍대입구,Hongik Univ.,Airport Railroad Line,A03,483315,1126247,37.557192,126.925381
684,홍대입구,Hongik Univ.,Gyeongui-Jungang Line,K314,483315,1126247,37.557192,126.925381
684,홍대입구,Hongik Univ.,LINE 2,239,483315,1126247,37.557192,126.925381
687,홍제,Hongje,LINE 3,324,487507,1135130,37.589066,126.943736
688,화계,Hwagye,Ui Lrt Line,945,,,37.634133,127.017519
689,화곡,Hwagok,LINE 5,517,464647,1121977,37.541513,126.840461
690,화랑대,Hwarangdae,LINE 6,646,518457,1143835,37.620064,127.084689
691,화서,Hwaseo,LINE 1,P154,497490,1050557,37.283862,126.989627
692,화전,Hwajeon,Gyeongui-Jungang Line,K318,470720,1139079,37.602888,126.868387
693,화정,Hwajeong,LINE 3,315,458007,1147052,37.631626,126.811024
694,회기,Hoegi,Gyeongui-Jungang Line,K118,512662,1135362,37.58946,127.057583
694,회기,Hoegi,Gyuongchun Line,P118,512662,1135362,37.58946,127.057583
694,회기,Hoegi,LINE 1,123,512662,1135362,37.58946,127.057583
697,회룡,Hoeryong,LINE 1,111,510190,1172670,37.724846,127.046895
697,회룡,Hoeryong,Uijeongbu Lrt Line,U111,510190,1172670,37.724846,127.046895
699,회현,Hoehyeon,LINE 4,425,495072,1126787,37.558514,126.978246
700,효자,hyoja,Uijeongbu Lrt Line,U121,517000,1180930,37.754025,127.076902
